127.0.0.1 - - [01/Feb/2018:10:17:30 +0900] "GET / HTTP/1.1" 404 1073
0:0:0:0:0:0:0:1 - - [01/Feb/2018:16:12:06 +0900] "GET /edu/jsexam/exercise5_2.html HTTP/1.1" 200 2290
0:0:0:0:0:0:0:1 - - [01/Feb/2018:16:12:06 +0900] "GET /edu/jsexam/exercise5_2.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Feb/2018:16:13:02 +0900] "GET /edu/jsexam/exercise5_1.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Feb/2018:16:13:03 +0900] "GET /edu/jsexam/exercise5_1.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Feb/2018:16:17:17 +0900] "GET /edu/jsexam/exercise6_3.html HTTP/1.1" 200 2278
0:0:0:0:0:0:0:1 - - [01/Feb/2018:16:19:08 +0900] "GET /edu/jsexam/exercise6_3.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Feb/2018:16:19:08 +0900] "GET /edu/jsexam/exercise6_3.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Feb/2018:16:19:08 +0900] "GET /edu/jsexam/exercise6_3.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Feb/2018:16:19:10 +0900] "GET /edu/jsexam/exercise6_3.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Feb/2018:16:19:10 +0900] "GET /edu/jsexam/exercise6_3.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Feb/2018:16:19:10 +0900] "GET /edu/jsexam/exercise6_3.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Feb/2018:16:19:14 +0900] "GET /edu/jsexam/exercise6_3.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Feb/2018:16:19:14 +0900] "GET /edu/jsexam/exercise6_3.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Feb/2018:16:19:14 +0900] "GET /edu/jsexam/exercise6_3.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Feb/2018:16:19:35 +0900] "GET /edu/jsexam/exercise6_3.html HTTP/1.1" 200 2372
0:0:0:0:0:0:0:1 - - [01/Feb/2018:16:19:35 +0900] "GET /edu/jsexam/exercise6_3.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Feb/2018:16:19:35 +0900] "GET /edu/jsexam/exercise6_3.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Feb/2018:16:19:38 +0900] "GET /edu/jsexam/exercise6_2.html HTTP/1.1" 200 2278
0:0:0:0:0:0:0:1 - - [01/Feb/2018:16:19:41 +0900] "GET /edu/jsexam/exercise6_1'.html HTTP/1.1" 404 1113
0:0:0:0:0:0:0:1 - - [01/Feb/2018:16:19:44 +0900] "GET /edu/jsexam/exercise6_1.html HTTP/1.1" 200 1287
0:0:0:0:0:0:0:1 - - [01/Feb/2018:16:19:47 +0900] "GET /edu/jsexam/exercise6_2.html HTTP/1.1" 304 -
127.0.0.1 - - [01/Feb/2018:16:20:17 +0900] "GET / HTTP/1.1" 404 1073
0:0:0:0:0:0:0:1 - - [01/Feb/2018:16:20:19 +0900] "GET /edu/jsexam/exercise6_2.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Feb/2018:16:20:34 +0900] "GET /edu/jsexam/exercise6_3.html HTTP/1.1" 200 2278
0:0:0:0:0:0:0:1 - - [01/Feb/2018:16:20:36 +0900] "GET /edu/jsexam/exercise6_3.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Feb/2018:16:21:09 +0900] "GET /edu/jsexam/exercise6_3.html HTTP/1.1" 200 2374
0:0:0:0:0:0:0:1 - - [01/Feb/2018:16:21:10 +0900] "GET /edu/jsexam/exercise6_2.html HTTP/1.1" 200 2298
0:0:0:0:0:0:0:1 - - [01/Feb/2018:16:21:32 +0900] "GET /edu/jsexam/exercise6_2.html HTTP/1.1" 200 2299
0:0:0:0:0:0:0:1 - - [01/Feb/2018:16:21:32 +0900] "GET /edu/jsexam/exercise6_2.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Feb/2018:16:21:32 +0900] "GET /edu/jsexam/exercise6_2.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Feb/2018:16:22:14 +0900] "GET /edu/jsexam/exercise6_2.html HTTP/1.1" 200 2288
0:0:0:0:0:0:0:1 - - [01/Feb/2018:16:22:36 +0900] "GET /edu/jsexam/exercise6_3.html HTTP/1.1" 200 2384
0:0:0:0:0:0:0:1 - - [01/Feb/2018:16:22:42 +0900] "GET /edu/jsexam/exercise6_2.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Feb/2018:16:22:48 +0900] "GET /edu/jsexam/exercise6_3.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Feb/2018:16:24:02 +0900] "GET /edu/jsexam/exercise6_3.html HTTP/1.1" 200 2385
0:0:0:0:0:0:0:1 - - [01/Feb/2018:16:24:02 +0900] "GET /favicon.ico HTTP/1.1" 404 1084
0:0:0:0:0:0:0:1 - - [01/Feb/2018:16:24:23 +0900] "GET /edu/jsexam/exercise6_3.html HTTP/1.1" 200 2405
0:0:0:0:0:0:0:1 - - [01/Feb/2018:16:24:23 +0900] "GET /edu/jsexam/exercise6_3.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Feb/2018:16:24:38 +0900] "GET /edu/jsexam/exercise6_3.html HTTP/1.1" 200 2403
0:0:0:0:0:0:0:1 - - [01/Feb/2018:16:24:44 +0900] "GET /edu/jsexam/exercise6_3.html HTTP/1.1" 200 2405
0:0:0:0:0:0:0:1 - - [01/Feb/2018:16:24:45 +0900] "GET /edu/jsexam/exercise6_3.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Feb/2018:16:30:47 +0900] "GET /edu/jsexam/exercise6_3.html HTTP/1.1" 200 1705
0:0:0:0:0:0:0:1 - - [01/Feb/2018:16:30:48 +0900] "GET /edu/jsexam/exercise6_3.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Feb/2018:16:31:04 +0900] "GET /edu/jsexam/exercise6_3.html HTTP/1.1" 200 1704
0:0:0:0:0:0:0:1 - - [01/Feb/2018:16:31:05 +0900] "GET /edu/jsexam/exercise6_2.html HTTP/1.1" 200 2288
0:0:0:0:0:0:0:1 - - [01/Feb/2018:16:31:09 +0900] "GET /edu/jsexam/exercise6_3.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Feb/2018:16:31:40 +0900] "GET /edu/jsexam/exercise6_3.html HTTP/1.1" 200 1715
0:0:0:0:0:0:0:1 - - [01/Feb/2018:16:31:40 +0900] "GET /edu/jsexam/exercise6_3.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Feb/2018:16:31:55 +0900] "GET /edu/jsexam/exercise6_3.html HTTP/1.1" 200 1738
0:0:0:0:0:0:0:1 - - [01/Feb/2018:16:33:26 +0900] "GET /edu/jsexam/exercise6_3.html HTTP/1.1" 200 1777
0:0:0:0:0:0:0:1 - - [01/Feb/2018:16:33:26 +0900] "GET /edu/jsexam/exercise6_3.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Feb/2018:16:33:26 +0900] "GET /edu/jsexam/exercise6_3.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Feb/2018:16:33:48 +0900] "GET /edu/jsexam/exercise6_3.html HTTP/1.1" 200 1793
0:0:0:0:0:0:0:1 - - [01/Feb/2018:16:33:49 +0900] "GET /edu/jsexam/exercise6_3.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Feb/2018:16:33:49 +0900] "GET /edu/jsexam/exercise6_3.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Feb/2018:16:34:03 +0900] "GET /edu/jsexam/exercise6_3.html HTTP/1.1" 200 1794
0:0:0:0:0:0:0:1 - - [01/Feb/2018:16:34:11 +0900] "GET /edu/jsexam/exercise6_3.html HTTP/1.1" 200 1778
0:0:0:0:0:0:0:1 - - [01/Feb/2018:16:40:54 +0900] "GET /edu/jsexam/exercise6_1.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Feb/2018:16:40:55 +0900] "GET /favicon.ico HTTP/1.1" 404 1084
0:0:0:0:0:0:0:1 - - [01/Feb/2018:16:47:35 +0900] "GET /edu/jsexam/exercise6_1.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Feb/2018:16:49:07 +0900] "GET /edu/jsexam/exercise6_2.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Feb/2018:17:17:02 +0900] "GET /edu/jsexam/exercise6_1.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Feb/2018:17:17:02 +0900] "GET /favicon.ico HTTP/1.1" 404 1084
0:0:0:0:0:0:0:1 - - [01/Feb/2018:17:23:32 +0900] "GET /edu/jsexam/exercise6_1.html HTTP/1.1" 200 1287
0:0:0:0:0:0:0:1 - - [01/Feb/2018:17:23:32 +0900] "GET /edu/jsexam/exercise6_1.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Feb/2018:17:25:13 +0900] "GET /edu/jsexam/exercise6_2.html HTTP/1.1" 200 1673
0:0:0:0:0:0:0:1 - - [01/Feb/2018:17:25:17 +0900] "GET /edu/jsexam/exercise6_3.html HTTP/1.1" 200 1778
0:0:0:0:0:0:0:1 - - [01/Feb/2018:17:31:03 +0900] "GET /edu/jsexam/exercise6_3.html HTTP/1.1" 200 1793
0:0:0:0:0:0:0:1 - - [01/Feb/2018:17:31:03 +0900] "GET /edu/jsexam/exercise6_3.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Feb/2018:17:31:03 +0900] "GET /edu/jsexam/exercise6_3.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Feb/2018:17:31:03 +0900] "GET /edu/jsexam/exercise6_3.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Feb/2018:17:31:15 +0900] "GET /edu/jsexam/exercise6_3.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Feb/2018:17:31:16 +0900] "GET /edu/jsexam/exercise6_3.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Feb/2018:17:31:16 +0900] "GET /edu/jsexam/exercise6_3.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Feb/2018:17:32:08 +0900] "GET /edu/jsexam/exercise6_2.html HTTP/1.1" 200 1687
0:0:0:0:0:0:0:1 - - [01/Feb/2018:17:32:13 +0900] "GET /edu/jsexam/exercise6_2.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Feb/2018:17:32:13 +0900] "GET /edu/jsexam/exercise6_2.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Feb/2018:17:36:07 +0900] "GET /edu/jsexam/exercise6_2.html HTTP/1.1" 200 1716
0:0:0:0:0:0:0:1 - - [01/Feb/2018:17:36:08 +0900] "GET /edu/jsexam/exercise6_2.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Feb/2018:17:36:08 +0900] "GET /edu/jsexam/exercise6_2.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Feb/2018:17:36:08 +0900] "GET /edu/jsexam/exercise6_2.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Feb/2018:17:39:49 +0900] "GET /edu/jsexam/dom/case1/homework2.html HTTP/1.1" 200 700
0:0:0:0:0:0:0:1 - - [01/Feb/2018:17:39:57 +0900] "GET /edu/jsexam/dom/case1/homework3.html HTTP/1.1" 200 574
0:0:0:0:0:0:0:1 - - [01/Feb/2018:17:39:57 +0900] "GET /edu/jsexam/dom/case1/sundie.png HTTP/1.1" 200 406570
0:0:0:0:0:0:0:1 - - [01/Feb/2018:17:42:28 +0900] "GET /edu/jsexam/dom/case1/homework2.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Feb/2018:17:42:30 +0900] "GET /edu/jsexam/dom/case2/homework2.html HTTP/1.1" 200 416
0:0:0:0:0:0:0:1 - - [01/Feb/2018:17:51:00 +0900] "GET /edu/jsexam/dom/case2/homework2.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Feb/2018:17:51:03 +0900] "GET /edu/jsexam/dom/case2/homework3.html HTTP/1.1" 200 584
0:0:0:0:0:0:0:1 - - [01/Feb/2018:17:51:11 +0900] "GET /edu/jsexam/dom/case2/homework3.html HTTP/1.1" 200 589
0:0:0:0:0:0:0:1 - - [01/Feb/2018:17:51:11 +0900] "GET /edu/jsexam/dom/case2/homework3.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Feb/2018:17:51:11 +0900] "GET /edu/jsexam/dom/case2/homework3.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Feb/2018:17:51:11 +0900] "GET /edu/jsexam/dom/case2/homework3.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Feb/2018:17:51:15 +0900] "GET /edu/jsexam/dom/case2/homework3.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Feb/2018:17:51:16 +0900] "GET /edu/jsexam/dom/case2/homework3.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Feb/2018:17:51:16 +0900] "GET /edu/jsexam/dom/case2/homework3.html HTTP/1.1" 200 553
0:0:0:0:0:0:0:1 - - [01/Feb/2018:17:51:16 +0900] "GET /edu/jsexam/dom/case2/sundie.png HTTP/1.1" 200 406570
0:0:0:0:0:0:0:1 - - [01/Feb/2018:17:51:29 +0900] "GET /edu/jsexam/dom/case2/homework3.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Feb/2018:17:51:31 +0900] "GET /edu/jsexam/dom/case2/homework3.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Feb/2018:17:51:34 +0900] "GET /edu/jsexam/dom/case2/homework3.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Feb/2018:17:51:34 +0900] "GET /edu/jsexam/dom/case2/homework3.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Feb/2018:17:51:34 +0900] "GET /edu/jsexam/dom/case2/homework3.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Feb/2018:17:51:37 +0900] "GET /edu/jsexam/dom/case2/homework3.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Feb/2018:17:51:37 +0900] "GET /edu/jsexam/dom/case2/homework3.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Feb/2018:17:52:06 +0900] "GET /edu/jsexam/dom/case2/homework3.html HTTP/1.1" 200 524
0:0:0:0:0:0:0:1 - - [01/Feb/2018:17:52:06 +0900] "GET /edu/jsexam/dom/case2/homework3.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Feb/2018:17:52:06 +0900] "GET /edu/jsexam/dom/case2/homework3.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Feb/2018:17:52:15 +0900] "GET /edu/jsexam/dom/case2/homework3.html HTTP/1.1" 200 525
0:0:0:0:0:0:0:1 - - [01/Feb/2018:17:52:15 +0900] "GET /edu/jsexam/dom/case2/homework3.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Feb/2018:17:52:15 +0900] "GET /edu/jsexam/dom/case2/homework3.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Feb/2018:17:52:15 +0900] "GET /edu/jsexam/dom/case2/homework3.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Feb/2018:17:52:15 +0900] "GET /edu/jsexam/dom/case2/homework3.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Feb/2018:17:52:32 +0900] "GET /edu/jsexam/dom/case2/homework3.html HTTP/1.1" 200 518
0:0:0:0:0:0:0:1 - - [01/Feb/2018:17:52:32 +0900] "GET /edu/jsexam/dom/case2/homework3.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Feb/2018:17:52:53 +0900] "GET /edu/jsexam/dom/case2/homework3.html HTTP/1.1" 200 565
0:0:0:0:0:0:0:1 - - [01/Feb/2018:17:52:53 +0900] "GET /edu/jsexam/dom/case2/sundie.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Feb/2018:17:52:54 +0900] "GET /edu/jsexam/dom/case2/homework3.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Feb/2018:17:52:54 +0900] "GET /edu/jsexam/dom/case2/homework3.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Feb/2018:17:53:29 +0900] "GET /edu/jsexam/dom/case2/homework3.html HTTP/1.1" 200 624
0:0:0:0:0:0:0:1 - - [01/Feb/2018:17:53:29 +0900] "GET /edu/jsexam/dom/case2/homework3.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Feb/2018:17:53:29 +0900] "GET /edu/jsexam/dom/case2/homework3.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Feb/2018:17:53:29 +0900] "GET /edu/jsexam/dom/case2/homework3.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Feb/2018:17:53:41 +0900] "GET /edu/jsexam/dom/case2/homework3.html HTTP/1.1" 200 596
0:0:0:0:0:0:0:1 - - [01/Feb/2018:17:53:41 +0900] "GET /edu/jsexam/dom/case2/homework3.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Feb/2018:17:53:52 +0900] "GET /edu/jsexam/dom/case2/homework3.html HTTP/1.1" 200 555
0:0:0:0:0:0:0:1 - - [01/Feb/2018:17:53:52 +0900] "GET /edu/jsexam/dom/case2/homework3.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Feb/2018:17:53:52 +0900] "GET /edu/jsexam/dom/case2/homework3.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Feb/2018:17:53:52 +0900] "GET /edu/jsexam/dom/case2/homework3.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Feb/2018:17:53:52 +0900] "GET /edu/jsexam/dom/case2/homework3.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Feb/2018:17:54:02 +0900] "GET /edu/jsexam/dom/case1/homework3.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Feb/2018:17:54:02 +0900] "GET /edu/jsexam/dom/case1/sundie.png HTTP/1.1" 304 -
